Timestamp,Local time,Counter,Interpolated,Contact Quality,AF3,T7,Pz,T8,AF4
1749332972.0392,14:49:32.039,41,false,0.0,4328.718,4511.026,4250.256,4441.026,4293.974
1749332972.047,14:49:32.047,42,false,0.0,4309.231,4505.641,4226.026,4447.308,4282.821
1749332972.0548,14:49:32.054,43,false,0.0,4288.462,4501.282,4180.128,4452.949,4273.077
1749332972.0627,14:49:32.062,44,false,0.0,4286.41,4498.333,4185.769,4459.615,4273.846
1749332972.0705,14:49:32.070,45,false,0.0,4308.974,4512.179,4234.615,4460.128,4294.359
1749332972.0783,14:49:32.078,46,false,0.0,4328.974,4516.795,4245.641,4445.513,4306.026
1749332972.0862,14:49:32.086,47,false,0.0,4321.282,4493.333,4213.462,4430.641,4290.385
1749332972.0939,14:49:32.093,48,false,0.0,4288.462,4473.718,4180.641,4431.282,4277.436
1749332972.1017,14:49:32.101,49,false,0.0,4272.821,4479.744,4183.974,4423.846,4286.667
1749332972.1095,14:49:32.109,50,false,0.0,4301.795,4491.923,4227.949,4396.154,4296.41
1749332972.1173,14:49:32.117,51,false,0.0,4318.846,4486.538,4246.923,4394.359,4292.692
1749332972.125,14:49:32.125,52,false,0.0,4290.897,4474.487,4224.487,4426.538,4291.282
1749332972.1328,14:49:32.132,53,false,0.0,4287.564,4483.205,4239.359,4433.462,4297.949
1749332972.1406,14:49:32.140,54,false,0.0,4312.692,4500.897,4275.641,4428.333,4301.923
1749332972.1484,14:49:32.148,55,false,0.0,4295.256,4497.051,4262.436,4465.0,4305.641
1749332972.1561,14:49:32.156,56,false,0.0,4274.487,4487.821,4250.897,4492.308,4309.872
1749332972.164,14:49:32.164,57,false,0.0,4297.949,4493.077,4270.897,4472.051,4303.077
1749332972.1718,14:49:32.171,58,false,0.0,4297.692,4494.487,4261.154,4466.923,4295.641
1749332972.1796,14:49:32.179,59,false,0.0,4269.487,4490.128,4248.974,4476.538,4302.051
1749332972.1873,14:49:32.187,60,false,0.0,4274.103,4497.308,4270.0,4463.846,4304.615
1749332972.1951,14:49:32.195,61,false,0.0,4277.821,4503.718,4262.949,4465.897,4295.641
1749332972.2029,14:49:32.202,62,false,0.0,4265.385,4500.128,4245.0,4470.897,4295.256
1749332972.2107,14:49:32.210,63,false,0.0,4281.795,4500.769,4270.256,4437.436,4304.615
1749332972.2184,14:49:32.218,64,false,0.0,4288.846,4501.795,4274.359,4418.846,4305.385
1749332972.2262,14:49:32.226,65,false,0.0,4254.615,4490.0,4235.897,4428.718,4291.795
1749332972.234,14:49:32.234,66,false,0.0,4233.077,4478.718,4218.59,4413.974,4271.667
1749332972.2419,14:49:32.241,67,false,0.0,4232.436,4487.436,4208.846,4401.923,4263.846
1749332972.2496,14:49:32.249,68,false,0.0,4236.667,4507.949,4194.744,4417.692,4280.128
1749332972.2574,14:49:32.257,69,false,0.0,4263.718,4516.154,4215.513,4428.205,4307.051
1749332972.2652,14:49:32.265,70,false,0.0,4281.795,4509.744,4236.282,4448.333,4322.308
